,User.ID,Book.Title,Book.Rating
2415,17,You Don't Need Experience if You've Got Attitude,5
2416,17,"The Boss: Nameless, Blameless and Shameless (Adams, Scott, Dilbert Book,)",6
2417,19,The Murder Book,3
2418,22,Shock-Trauma,7
2419,26,The Jester,7
2420,26,Jupiter's Bones: A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),10
2421,32,Silent Witness: How Forensic Anthropology Is Used to Solve the World's Toughest Crimes,9
2422,39,No Witnesses: A Novel,8
2423,39,The Hancock Boys,8
2424,42,Dead Reckoning: The New Science of Catching Killers,7
2425,44,Roadwork,7
2426,51,Watermelon,8
2427,53,Sick Puppy,9
2428,53,Reliquary,3
2429,53,Turning Thirty,10
2430,53,Prey,6
2431,56,The Visitor (A Jack Reacher Novel),9
2432,56,Haunted Yorkshire,7
2433,64,Fear Nothing,9
2434,67,Dale Brown's Dreamland,7
2435,69,The Key to Rebecca,7
2436,69,Shadows of Steel,6
2437,69,J Is for Judgment,3
2438,70,Void Moon,8
2439,73,The Last Coyote (Last Coyote),10
2440,75,Killing Critics (Kathleen Mallory Novels (Paperback)),5
2441,78,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),5
2442,81,Sphere,8
2443,82,Still Life with Woodpecker,5
2444,83,Slow Waltz in Cedar Bend,10
2445,85,The Pelican Brief,7
2446,86,Airframe,5
2447,87,Death of a River Guide,4
2448,87,American Way of Sex: An Informal Illustrated History (254p),8
2449,88,Christopher and gay;: A partisan's view of the Greenwich Village homosexual scene,8
2450,91,Halfway Home,7
2451,92,The Boys and Their Baby (Stonewall Inn Editions),9
2452,92,Gay Ideas: Outing and Other Controversies,7
2453,92,The gay liberation book,8
2454,97,Culture Clash: The Making of Gay Sensibility,10
2455,99,"Christianity, Social Tolerance, and Homosexuality: Gay People in Western Europe from the Beginning of the Christian Era to the Fourteenth Century",7
2456,99,The Age of Sensation,8
2457,99,"Making History: The Struggle for Gay and Lesbian Equal Rights, 1945-1990 : An Oral History",8
2458,99,Queer Looks: Perspectives on Lesbian and Gay Film and Video,7
2459,99,"The Male Body: Features, Destinies, Exposures",6
2460,99,A Queer Reader,10
2461,99,After the Ball: How America Will Conquer Its Fear and Hatred of Gays in the '90s,3
2462,99,Walt Whitman: A Gay Life,9
2463,102,Out Front: Contemporary Gay and Lesbian Plays,10
2464,107,Same-Sex Love : And the Path to Wholeness,7
2465,109,Homosexuality In History,8
2466,110,On the Safe Edge: A Manual for SM Play,5
2467,114,Get the Message?: A Decade of Art for Social Change,6
2468,114,The Gay Tapes: A Candid Discussion About Male Homosexuality,7
2469,114,So Little Time: Essays on Gay Life,9
2470,114,Reviving the Tribe: Regenerating Gay Men's Sexuality and Culture in the Ongoing Epidemic (Haworth Gay &amp; Lesbian Studies),9
2471,114,"The Thirteen Original Clan Mothers : Your Sacred Path to Discovering the Gifts, Talents, and Abilities of the Feminin",8
2472,114,Alchemist,8
2473,114,Writing for Dollars,9
2474,114,Soul's Perfection (Journey of the Soul),10
2475,125,"The Nature of Good and Evil (Journey of the Soul Series, Book 3)",5
2476,129,Adventures of a Psychic: The Fascinating Inspiring True-Life Story of One of America's Most Successful Clairvoyants,10
2477,133,The Other Side and Back: A Psychic's Guide to Our World and Beyond,7
2478,137,The Camino,10
2479,141,Don't Fall Off the Mountain,6
2480,160,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,10
2481,160,"Way of the Peaceful Warrior, 20th Anniversary Edition: A Book That Changes Lives",6
2482,160,Running from Safety: An Adventure of the Spirit,8
2483,160,The Bridge Across Forever,7
2484,160,A Gift of Wings,8
2485,160,One,7
2486,162,The Secret of Shambhala : In Search of the Eleventh Insight,8
2487,165,Maps to Ecstasy: A Healing Journey for the Untamed Spirit,5
2488,165,Bridget Jones: The Edge of Reason,9
2489,165,Invitation,4
2490,169,Chief Seattle (Northwest Mythic Landscape Series),5
2491,176,Write from the Heart: Unleashing the Power of Your Creativity,7
2492,178,The Secret Language of the Stars and Planets: A Visual Key to the Heavens,4
2493,182,"Chris-In-The-Morning: Love, Life, and the Whole Karmic Enchilada",6
2494,183,The Northern Exposure Cookbook: A Community Cookbook from the Heart of the Alaskan Riviera,3
2495,183,Northern Exposure: The Official Publication of the Television Series,9
2496,183,Northern Exposures: Photographs,8
2497,183,Letters from Cicely,7
2498,183,The Stinky Cheeseman and Other Fairly Stupid Tales (Caldecott Honor Book),8
2499,183,Portfolios of Ansel Adams,8
2500,183,Every Part of This Earth Is Sacred: Native American Voices in Praise of Nature,7
2501,183,Beyond Birth and Death,10
2502,183,Journey of Self-Discovery,7
2503,183,The Complete Book of Palmistry,7
2504,183,The Language of Life: A Festival of Poets,7
2505,183,Walt Whitman: The Complete Poems (Penguin Classics),6
2506,183,Essential Rumi,8
2507,183,The Soul's Code : In Search of Character and Calling,8
2508,183,The Flight of the Seventh Moon: The Teaching of the Shields,6
2509,183,Developing Intuition: Practical Guidance for Daily Life,7
2510,183,The Valkyries,8
2511,183,Principles of Instrumental Analysis,7
2512,183,Chemistry,8
2513,183,Physical Chemistry,8
2514,183,Pooh (Giant Board Book),8
2515,183,The Giving Tree,7
2516,183,Dream Pony (Sandy Lane Stables),7
2517,183,Don't Stand Too Close to a Naked Man,9
2518,183,The Wall Street Journal Lifetime Guide to Money : Strategies for Managing Your Finances,7
2519,183,Babyhood,9
2520,183,Thirty Five Thousand Plus Baby Names: The Largest Selection of Popular and Unusual Names from Around the World,8
2521,183,Indoor Cat,10
2522,183,"Maine Coon Cats: Everything About Purchase, Care, Nutrition, Reproduction, Diseases, and Behavior (A Complete Pet Owner's Manual)",9
2523,183,Really Important Stuff: My Kids Have Taught Me,9
2524,183,Making Your Home a Haven: Strategies for the Domestically Challenged,9
2525,183,The Westing Game (Now in Speak!),7
2526,183,Interview with the Vampire,7
2527,183,The Queen of the Damned (Vampire Chronicles (Paperback)),8
2528,183,Lord God Made Them All,6
2529,183,\O\ Is for Outlaw,9
2530,183,Organic Chemistry,8
2531,183,Inorganic Chemistry,9
2532,183,Kushiel's Avatar (Kushiel's Legacy),8
2533,183,"In-Home Child Care: A Step-By-Step Guide to Quality, Affordable Care",9
2534,183,Essentials of Computational Chemistry : Theories and Models,7
2535,183,Kushiel's Chosen (Kushiel's Legacy),8
2536,183,The Book of Ruth (Oprah's Book Club (Paperback)),8
2537,183,Virginia Woolf: A Biography,7
2538,183,Karpov-Korchnoi: Massacre in Merano (A Batsford chess book),8
2539,183,New Developments in Latvian Gambit,9
2540,183,Epic Battles of the Chessboard,7
2541,183,BATTLE OF THE TITANS,9
2542,183,"The Ear, the Eye, and the Arm",8
2543,183,In the Cut,8
2544,183,How to Be Good,9
2545,183,Turbulent Souls: : A Catholic Son's Return To His Jewish Family,10
2546,183,Succulent Wild Woman,8
2547,183,The HEALING OF AMERICA,9
2548,183,"The Morning After: Sex, Fear, and Feminism on Campus",9
2549,183,LAST TEMPTATION OF CHRIST (Movie Tie in),7
2550,183,The Informers,9
2551,183,Africans in America: AMERICAN (AMERI)ca's Journey through Slavery,9
2552,183,The Rainmaker,8
2553,183,Love in Black and White: The Triumph of Love over Prejudice and Taboo,8
2554,183,The Color Purple,9
2555,183,Mirror Image,8
2556,183,The Shelter of Each Other: Rebuilding Our Families,8
2557,183,Story of My Life: A Novel,8
2558,183,The First Immortal,8
2559,183,Diaspora,9
2560,183,Confucio nel computer: Memoria accidentale del futuro,7
2561,183,And Babies Make Four  (Manhattan Multiples),9
2562,183,Monster Movers,9
2563,183,The Tycoon's Double Trouble  (Daycare Dads),9
2564,183,Legacy of Evil,9
2565,183,"The Spaniard's Woman   Foreign Affairs (Harlequin Presents, 2351)",8
2566,183,"The Greek Tycoon's Ultimatum   The Greek Tycoons (Harlequin Presents, 2353)",9
2567,183,The Firm (Random House Large Print),7
2568,183,Each Time We Love,9
2569,183,Murder on the Orient Express,7
2570,183,DEAD MANS FOLLY (Hercule Poirot Mysteries (Paperback)),9
2571,183,Endless Night,10
2572,183,Easy to Kill,10
2573,183,And Then There Were None,8
2574,183,A Careful Wife,6
2575,183,ABC MURDERS,6
2576,183,The Blind - Date Bride  (The Australians),7
2577,183,The Adventures of Tom Sawyer,6
2578,183,The Parisian Playboy   In Love With Her Boss,6
2579,183,Faery Magic,8
2580,183,Tender Is the Storm,9
2581,183,The Greatest Discovery,9
2582,183,Der Fisch lernt fliegen. Unterwegs durch die Jahre.,7
2583,183,Narcissus and Goldmund,6
2584,183,Fronteras de Lo Imposible,8
2585,185,Sin Noticias De Gurb (Biblioteca breve),8
2586,190,The Da Vinci Code,10
2587,202,Name Der Rose,7
2588,212,2001 Spanish and English Idioms/2001 Modismos Espanoles E Ingleses: 2001 Modismos Espanoles E Ingleses,6
2589,215,Spring Fever!,8
2590,217,"Mi Gato Angus, El Primer Morreo Y El Pasta",6
2591,221,Pozo y El Pendulo y Otras Historias Espeluzna,8
2592,224,La educaciรณn de un hada,10
2593,226,El Circulo Magico,8
2594,228,13 99 Euros,8
2595,228,"Ocho, El",7
2596,230,Mitologia - Guia Ilustrada de Mitos del Mundo,9
2597,232,El club Dumas (ediciรณn en espaรฑol),6
2598,232,Falso Movimiento (Gran Angular),7
2599,232,El Ultimo Adios,8
2600,232,LA Tabla De Flandes,4
2601,232,Patience and Sarah,6
2602,233,The Notebook,6
2603,242,Carnal Innocence,9
2604,242,The Fulfillment,10
2605,242,"Mattimeo (Redwall, Book 3)",10
2606,242,If I Should Die,10
2607,242,The Wood Wife (Tor Fantasy),8
2608,242,North and South,9
2609,242,Lost Lady,10
2610,242,Italy in Mind: An Anthology (Vintage Departures),8
2611,242,White As Snow (Fairy Tales),10
2612,242,Overload,9
2613,242,Cold Sassy Tree,10
2614,242,Ancient Shores,9
2615,242,Reap the Whirlwind: The Battle of the Rosebud June 1876 (Plainsmen (Paperback)),10
2616,242,Bloodstream,10
2617,242,No Comebacks: Collected Short Stories,10
2618,242,Burning Angel (Dave Robicheaux Mysteries (Paperback)),9
2619,242,The List of 7,7
2620,242,So Worthy My Love,9
2621,242,Blue Adept (Apprentice Adept (Paperback)),10
2622,242,Heat and Dust,9
2623,242,Veronika Decides to Die,6
2624,242,Manifold Destiny: The One! the Only! Guide to Cooking on Your Car Engine,7
2625,242,Bold Science: Seven Scientists Who Are Changing Our World,8
2626,242,Treehouses: The Art and Craft of Living Out on a Limb,8
2627,242,Home Tree Home: Principles of Treehouse Construction and Other Tall Tales,7
2628,242,The Royal Physician's Visit: A Novel,9
2629,242,Falcon,5
2630,242,"The Honor of the Queen (Honor Harrington Series, Book 2)",10
2631,242,The Man on the Balcony: The Story of a Crime (Vintage Crime/Black Lizard),10
2632,242,"The Short Victorious War (Honor Harrington Series, Book 3)",6
2633,242,The Disappearance of Sherlock Holmes,10
2634,242,"On Basilisk Station (Honor Harrington Series, Book 1)",7
2635,242,Reaper Man,7
2636,243,"Between Silk and Cyanide: A Codemaker's War, 1941-1945",5
2637,243,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,10
2638,243,GONE FISHIN : Featuring an Original Easy Rawlins Short Story \Smoke\ (Easy Rawlins Mysteries (Paperback)),7
2639,243,You Belong To Me,6
2640,243,The Threatening Storm: The Case for Invading Iraq,9
2641,243,Reading Lolita in Tehran: A Memoir in Books,9
2642,243,Blue Latitudes : Boldly Going Where Captain Cook Has Gone Before,7
2643,243,Peace Like a River,10
2644,243,Embraced by the Light,6
2645,243,Cry Wolf,7
2646,243,"The Power of Two (T*Witches, No 1)",9
2647,243,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),7
2648,243,The Black Unicorn (Magic Kingdom of Landover Novel),9
2649,243,Wizard at Large (Rookies Series),6
2650,243,Sweet Enemy,6
2651,243,The Time Machine,8
2652,243,The Invisible Man (Dover Thrift Editions),5
2653,243,Journey to the Center of the Earth,5
2654,244,Bradymania!: Everything You Always Wanted to Know - And a Few Things You Probably Didnt (25th Anniversary Edition),5
2655,244,"The Message (Animorphs , No 4)",7
2656,244,"The Invasion (Animorphs, No 1)",8
2657,244,The Yearbook,9
2658,244,SCREAM OF THE CAT (PHANTOM VALLEY ) : SCREAM OF THE CAT,8
2659,244,EVIL ONE (PHANTOM VALLEY 1) : EVIL ONE (Phantom Valley),9
2660,244,How to Talk So Kids Will Listen and Listen So Kids Will Talk,8
2661,244,Farrah : An Unauthorized Biography of Farrah Fawcett-Majors,6
2662,247,Graveyard of the Atlantic: Shipwrecks of the North Carolina Coast,6
2663,249,Han Solo at Stars' End,7
2664,254,Splinter of the Mind's Eye,8
2665,254,Empire Strikes Back Wars,7
2666,254,Close Friends,9
2667,254,50 Simple Things You Can Do to Save the Earth,7
2668,254,"A Hiker's Companion: 12,000 Miles of Trail-Tested Wisdom",7
2669,254,Hiking a Celebration of the Sport and the World's Best Places to Enjoy It (Fodor's sports),5
2670,254,Hungry Hikers Book of Good Cooking,9
2671,254,The Cat Who... Companion,9
2672,254,"FOREVER : A Novel of Good and Evil, Love and Hope",5
2673,254,The Cat Who Went Up the Creek,5
2674,254,The Cat Who Sang for the Birds (Cat Who... (Paperback)),6
2675,254,HIGH TIDE FEAR STREET SUPERCHILLER 12,5
2676,254,First Evil (Fear Street Cheerleaders 1) : First Evil,5
2677,254,BODY SWITCHERS FROM OUTER SPACE: R L STINE'S GHOSTS OF FEAR STREET #14 (GHOSTS OF FEAR STREET),4
2678,254,"The Elf Queen of Shannara (Heritage of Shannara, Book 3)",5
2679,254,JUDY GARLAND,7
2680,254,STAR TREK YESTERDAY'S SON (Star Trek: The Original Series),6
2681,254,Perfect Girls (Replica No. 4),8
2682,254,"The Andalite Chronicles (Elfangor's Journey, Alloran's Choice, An Alien Dies) - Animorphs",9
2683,254,"The Visitor (Animorphs, No 2)",7
2684,254,"The Encounter (Animorphs , No 3)",9
2685,254,"Shipwreck (Island, Book 1)",9
2686,254,"Karen's School Trip (Baby-Sitters Little Sister, 24)",9
2687,254,"Karen's Doll (Baby-Sitters Little Sister, 23)",8
2688,254,"Karen's Pen Pal (Baby-Sitters Little Sister, 25)",10
2689,254,The Christie Caper,7
2690,254,Southern Ghost,8
2691,254,Montana Sky,10
2692,254,A Thousand Country Roads: An Epilogue to The Bridges of Madison County,9
2693,254,Macromedia Dreamweaver 4: Training from the Source,9
2694,254,All About Passion (Cynster Novels),8
2695,254,Fifth Daughter,8
2696,254,To Kiss a Spy (Get Connected Romances),9
2697,254,Lady of Desire,9
2698,254,The Rogue,9
2699,254,The Italian,9
2700,254,Scrooge Wore Spurs,9
2701,254,See Jane Score (Avon Romance),9
2702,254,The Ring on Her Finger (Avon Romance),5
2703,254,Reckless Encounter,8
2704,254,Finding You/Knowing You : Two Brand-New Novels For One Wonderful Price! (Candellano Family Trilogy),6
2705,254,Impostress (Signet Historical Romance),7
2706,254,Savage Destiny (Savage),9
2707,254,Bride Of Black Douglas (Mira),8
2708,254,Texas Bride (Leisure Historical Romance),8
2709,254,The Iron Rose,8
2710,254,Love With the Proper Husband (Avon Historical Romance),9
2711,254,On a Wicked Dawn (Cynster Novels),9
2712,254,The Italian's Trophy Mistress  (Mistress To A Millionaire),8
2713,254,Seduced by a Rogue,7
2714,254,Naughty Marietta,8
2715,254,The Love Knot,8
2716,254,Racing Moon,7
2717,254,Breathing Room (Avon Romance),9
2718,254,Deadly Caress (A Francesca Cahill Romance),9
2719,254,Seduced,9
2720,254,The Very Virile Viking,8
2721,254,Untie My Heart,9
2722,256,Midnight Confessions,9
2723,256,Stealing Heaven,9
2724,257,The Ways of Grace,8
2725,257,Reckless Embrace (Leisure Historical Romance),8
2726,269,Kingdom Of Moonlight,8
2727,272,"Married By Midnight (Harlequin Historical, No. 622)",10
2728,272,Breaking All the Rules (Avon Light Contemporary Romances),7
2729,272,"River Road (Ross, Joann. Callahan Brothers Trilogy, 2.)",7
2730,272,A Season Of Miracles,7
2731,273,"Her Highness, My Wife",8
2732,278,Must Be Magic,6
2733,280,The Temptress (The Bride Quest),6
2734,289,Heart of a Warrior,7
2735,289,Savage Moon,7
2736,291,Texas Homecoming (Night Riders),6
2737,300,The Mating Game (Zebra Contemporary Romance),9
2738,300,Tempt Me Twice (A Kenyon Family Novel),5
2739,300,Romancing Riley,5
2740,300,Lady Sophia's Lover,5
2741,300,Silent Honor,5
2742,300,The Snow Leopard (Penguin Nature Classics),9
2743,300,"Move Your Stuff, Change Your Life : How to Use Feng Shui to Get Love, Money, Respect and Happiness",5
2744,300,Every Day's a Party : Louisiana Recipes For Celebrating With Family And Friends,5
2745,302,"Do Less, Achieve More: Discover the Hidden Power of Giving in",5
2746,310,Success Through a Positive Mental Attitude,4
2747,313,Intellectual Capital: The New Wealth of Organizations,7
2748,316,The Book of Questions,8
2749,323,Italian Light Cooking,9
2750,326,"Soulwork: Clearing the Mind, Opening the Heart, and Replenishing the Spirit",5
2751,332,"Nothing in This Book Is True, but It's Exactly How Things Are: The Esoteric Meaning of the Monuments on Mars",10
2752,334,Other People's Skeletons (Rebecca Schwartz Mysteries),6
2753,334,Death and the Joyful Woman,7
2754,337,No Wind of Blame,8
2755,339,Iris and Her Friends: A Memoir of Memory and Desire,9
2756,345,The Cat Who Sang for the Birds,8
2757,356,"Preserving Family Lands, Book I",6
2758,361,"Martin the Warrior (Redwall, Book 6)",7
2759,361,"Salamandastron (Redwall, Book 5)",8
2760,362,The Cat Who Blew the Whistle,4
2761,362,The Lives of Dax (Star Trek: Deep Space Nine),7
2762,362,"The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945",4
2763,362,"Dreams of the Raven (Star Trek, No 34)",8
2764,367,Diary of a Mad Bride (Summer Display Opportunity),7
2765,369,"Cry, the Beloved Country (Oprah's Book Club)",9
2766,372,Carolina Moon,9
2767,376,Standing in the Rainbow,8
2768,376,East of Eden (Oprah's Book Club),7
2769,382,Three Fates,5
2770,383,The Courtship Dance of the Borderline,10
2771,383,"The Seeing Stone (The Spiderwick Chronicles, Book 2)",10
2772,383,Down on Ponce: A Novel,10
2773,383,El Tiempo y la Promesa,5
2774,383,The Deptford Trilogy (King Penguin S.),10
2775,383,"Tartuffe, by Moliere",10
2776,383,Scorpio Illusion Uk,5
2777,383,Richtig leben mit Geri Weibel. Neue Folge.,5
2778,387,Richtig leben mit Geri Weibel.,5
2779,387,Pay It Forward,2
2780,387,Die geheime Geschichte.,6
2781,387,The X-Files: Ground Zero,10
2782,387,Here on Earth (Oprah's Book Club),9
2783,388,Bastard Out of Carolina,9
2784,388,Face the Fire (Three Sisters Island Trilogy),8
2785,388,The Hobbit: or There and Back Again,3
2786,388,Distraction: A Novel,6
2787,388,Alien Taste (Roc Science Fiction),6
2788,388,Islands in the Net,8
2789,388,Dogbert's Top Secret Management Handbook,7
2790,388,Hollywood Speaks: Deafness and the Film Entertainment Industry,10
2791,388,Druids,10
2792,388,The Deed of Paksenarrion,10
2793,388,Count Zero (Ace Science Fiction),9
2794,388,A Good Old-Fashioned Future: Stories,8
2795,388,Deaf Culture Our Way,8
2796,388,A Loss for Words : The Story of Deafness in a Family,7
2797,388,Schismatrix Plus: Includes Schismatrix and Selected Stories from Crystal Express,4
2798,388,"When True Night Falls (Coldfire Trilogy, Book 2)",5
2799,388,The Difference Engine,8
2800,392,Holy Fire: A Novel (Bantam Spectra Book),7
2801,392,The Fifth Sacred Thing,10
2802,392,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,7
2803,392,The Elric Saga PT. II,5
2804,392,No One Noticed the Cat,9
2805,392,Great Deaf Americans: The Second Edition,7
2806,392,"The Feel of Silence (Health, Society, and Policy)",9
2807,392,Our Latin Heritage (Our Latin Heritage),5
2808,392,The Termination Node,9
2809,392,Harry Potter and the Sorcerer's Stone (Book 1),5
2810,392,"Silverlight: The Arcana, Book II (Arcana/Morgan Llywelyn, Bk 2)",7
2811,392,War Against War,5
2812,392,In the Beginning...was the Command Line,5
2813,392,Guide to Korean Characters: Reading and Writing Hangul and Hanja,5
2814,392,American Deaf Culture: An Anthology,7
2815,392,Digital Fortress : A Thriller,9
2816,392,"Dude, Where's My Country?",9
2817,392,Fairy-Faith in Celtic Countries (Library of the Mystic Arts),5
2818,392,Witch,8
2819,392,"SILVERHAND: ARCANA BOOK I (Llywelyn, Morgan. Arcana, Bk. 1.)",5
2820,392,Summon the Keeper,5
2821,393,The 21 Lessons of Merlyn: A Study in Druid Magic and Lore,7
2822,393,"Seekers of the Healing Energy: Reich, Cayce, the Kahunas, and Other Masters of the Vital Force",6
2823,406,Spiritual Cleansing: A Handbook of Psychic Protection,6
2824,408,"From The Two Rivers : The Eye of the World, Book 1 (Wheel of Time (Starscape))",7
2825,408,The Queen's Necklace,8
2826,408,L'Education Sentimenntale (World Classics),9
2827,408,We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda,8
2828,408,La Virevolte,6
2829,413,Meurtres en soutane,7
2830,413,Bee Season: A Novel,8
2831,424,Cherry: A Memoir,7
2832,424,The Simple Art of Murder (Vintage Crime),5
2833,424,Domain,6
2834,424,Myth-Nomers and Im-Pervections,7
2835,424,Dave Barry Slept Here: A Sort of History of the United States,7
2836,424,In Praise of Cats,6
2837,430,Brown Girl in the Ring,8
2838,431,Sons from Afar,8
2839,432,"Izzy, Willy-Nilly",4
2840,433,Building Blocks,7
2841,433,Tree by Leaf,7
2842,440,Building Blocks (Point),5
2843,440,Jackaroo,8
2844,440,A Solitary Blue (Point),10
2845,441,Homecoming,7
2846,441,Mister Sandman (Harvest Book),7
2847,441,"Hateship, Friendship, Courtship, Loveship, Marriage : Stories",5
2848,444,Too Close to the Falls: A Memoir,8
2849,444,The Nanny Diaries: A Novel,7
2850,444,The Picture of Dorian Gray (Penguin Classic),7
2851,444,Phantoms,7
2852,446,No Name (World's Classics),8
2853,446,The Bearded Lady,10
2854,446,Cold Comfort Farm,8
2855,446,Revelation and the Fall of Judea,8
2856,446,L'Ami retrouvร?ยฉ,10
2857,446,Lame (Collection Sextant),5
2858,446,The Dante Club : A Novel,3
2859,446,Der Wahnsinn der Normalitร?ยคt.,10
2860,446,Jacob the Baker: Gentle Wisdom For a Complicated World,10
2861,446,Jitterbug Perfume,10
2862,446,Adventures at Sea in the Great Age of Sail: Five Firsthand Narratives,9
2863,446,POSSESSIONS,5
2864,447,ANGELA'S ASHES,8
2865,453,Who Left That Body in the Rain? (Thoroughly Southern Mysteries),4
2866,460,Violets Are Blue,6
2867,460,The Dogs of Babel (Today Show Book Club #12),10
2868,460,Tar Baby,7
2869,460,Gone Bamboo,3
2870,460,The Etruscan Chimera (Archaeological Mystery),8
2871,463,The Tao of Bada Bing: Words of Wisdom from the Sopranos,8
2872,472,Gestalt Therapy,8
2873,472,Women Prefer Women,10
2874,472,The Witch's Daughter,5
2875,472,Tomoe Gozen,9
2876,472,Amazons II,9
2877,472,Ancient Blood:  Day of Honor #1 (Star Trek The Next Generation),9
2878,475,God Herself: Feminine Roots of Astrology,5
2879,476,Preventive Organic Medicine (Pivot Health Book),10
2880,476,Contagion,5
2881,476,Sudden Death,8
2882,479,Der Vorleser,8
2883,486,Lord Valentine's castle,7
2884,486,The King of Torts,8
2885,486,The Tale of the Body Thief (Vampire Chronicles (Paperback)),8
2886,487,"Treaty's Law (Star Trek: Day of Honor, Book 4)",7
2887,487,"Her Klingon Soul (Star Trek Voyager: Day of Honor, Book 3)",7
2888,487,"Armageddon Sky (Star Trek Deep Space Nine: Day of Honor, Book 2)",8
2889,487,"Startide Rising (The Uplift Saga, Book 2)",7
2890,487,Dave Barry's Greatest Hits,9
2891,487,The Total Zone (Jordan Myles Mysteries),6
2892,489,GOLDENGIRL,7
2893,493,DANGEROUS GAMES,7
2894,494,"I, alien : a novel",8
2895,496,Moonscatter,5
2896,496,First Cycle,8
2897,499,STARCHILD TRILOGY,8
2898,500,Illegal Aliens (Tsr Books),10
2899,500,Cat House,10
2900,503,"The unicorn and other poems, 1935-1955",8
2901,503,Warm Worlds and Otherwise,10
2902,503,The Magick of the Tarot (The Llewellyn Practical Guides),8
2903,503,Psychic Tarot: Illustrated with the Aquarian Tarot Deck,7
2904,503,Tarot therapy: A guide to the subconscious,8
2905,503,"City of Golden Shadow (Otherland, Volume 1)",10
2906,503,Night Chills,10
2907,503,Pacific Blues,10
2908,503,Phantoms,10
2909,503,Tattoo,10
2910,503,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),8
2911,503,Misery,10
2912,503,The Eyre Affair: A Novel,10
2913,503,Lord of Light,10
2914,503,Faerie Tale,10
2915,505,Lying Awake,10
2916,505,Mariette in Ecstasy,9
2917,505,"The Iron Lance (The Celtic Crusades, Book 1)",7
2918,505,The Body Farm,8
2919,505,Mortal Fear,8
2920,505,Curfew,7
2921,505,The Gold Coast,8
2922,505,Highland Legacy: Four Generations of Love Are Rooted in Scotland,8
2923,505,"Deep in the Heart: A Novel (Morris, Gilbert. Lone Star Series.)",8
2924,505,Emma's Gift: A Novel,9
2925,505,People of the Owl (First North Americans),7
2926,507,Wind Walker,8
2927,507,Kansas Brides,9
2928,507,The Tea Rose,8
2929,507,A Burning Obsession (Blaze),7
2930,507,Wanted Woman : Cascades Concealed (Intrigue),10
2931,507,To the Limit (Intimate Moments),9
2932,507,One Eye Open (Intimate Moments),9
2933,507,A Pirate's Love,8
2934,507,"Secrets, Vol. 1",8
2935,507,A Cry In the Dark : Family Secrets: The Next Generation (Intimate Moments),9
2936,507,Embrace the Twilight,7
2937,507,Edge of Twilight,7
2938,507,By the Light of the Moon,9
2939,507,Watchers,7
2940,507,Strangers,7
2941,507,Intensity,7
2942,507,Dark Rivers of the Heart,7
2943,507,CRY THE BELOVED COUNTRY (Scribner Classic),7
2944,507,GOOD EARTH,7
2945,507,The Old Man and the Sea (A Scribner Classic),7
2946,507,Mr. Murder,7
2947,507,The Chronicles of Riddick,7
2948,507,The Hours: A Novel,7
2949,507,Van Helsing,7
2950,507,My Lady Pirate,9
2951,507,Windsong (Serenade/Serenata No. 14),10
2952,507,The Jacaranda Tree,10
2953,507,Magic And Mist (Historical),10
2954,507,Viking's Woman,10
2955,507,For All Eternity,10
2956,507,Precious Passion (Zebra Splendor Historical Romances),8
2957,507,A Day Late and a Dollar Short,7
2958,507,Sense and Sensibility (Dover Thrift Editions),10
2959,507,Dracula,8
2960,507,The Professor and the Madman,5
2961,507,Rainbow Six,8
2962,507,The Lions of Lucerne,7
2963,508,To the Hilt,7
2964,508,Road Rage,6
2965,512,Day of the Long Night: A Palestinian Refugee Remembers the Nakba,7
2966,513,Flesh Tones: A Novel,5
2967,523,"Godel, Escher, Bach: An Eternal Golden Braid",9
2968,530,Cosima Wagner's Diaries: An Abridgement,8
2969,537,The Bonesetter's Daughter,10
2970,538,An Arrow's Flight,7
2971,542,Shadow of the Hegemon (Ender Wiggins Saga (Hardcover)),8
2972,546,The Dark Child : The Autobiography of an African Boy,8
2973,558,Yuwipi: Vision and Experience in Oglala Ritual,10
2974,565,Science and Health with Key to the Scriptures (W.M.B.E.),8
2975,566,"Mama Lola: A Voodoo Priestess in Brooklyn (Comparative Studies in Religion and Society, No. 4)",8
2976,566,No-No Boy,6
2977,566,All I Asking for Is My Body (Kolowalu Book),6
2978,566,The Mistress of Spices,2
2979,566,The Path of Minor Planets : A Novel,8
2980,566,Curanderismo: Mexican American Folk Healing,6
2981,567,A Hope in the Unseen : An American Odyssey from the Inner City to the Ivy League,8
2982,567,"Fires in the Mirror: Crown Heights, Brooklyn and Other Identities",10
2983,567,Unbroken Thread: An Anthology of Plays by Asian American Women,8
2984,567,Zoot Suit and Other Plays,10
2985,567,"A Midwife's Tale : The Life of Martha Ballard, Based on Her Diary, 1785-1812",9
2986,585,Kaleidoscope Readings in Education,8
2987,592,The Hundred Secret Senses,7
2988,595,Midwives: A Novel,7
